rel_key,priority,priority_label,doc_depth,kind,rel_path,abs_path,output_md,parent_summary_only,status,reason
file:src/commands/mobile/index.ts,268,C,skip,file,src/commands/mobile/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/mobile/index.ts,files/src__commands__mobile__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/model/index.ts,269,C,skip,file,src/commands/model/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/model/index.ts,files/src__commands__model__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/oauth-refresh/index.d.ts,270,C,skip,file,src/commands/oauth-refresh/index.d.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/oauth-refresh/index.d.ts,files/src__commands__oauth-refresh__index.d.ts.md,1,skipped,skipped: below default budget
file:src/commands/oauth-refresh/index.js,271,C,skip,file,src/commands/oauth-refresh/index.js,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/oauth-refresh/index.js,files/src__commands__oauth-refresh__index.js.md,1,skipped,skipped: below default budget
file:src/commands/onboarding/index.ts,272,C,skip,file,src/commands/onboarding/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/onboarding/index.ts,files/src__commands__onboarding__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/output-style/index.ts,273,C,skip,file,src/commands/output-style/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/output-style/index.ts,files/src__commands__output-style__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/passes/index.ts,274,C,skip,file,src/commands/passes/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/passes/index.ts,files/src__commands__passes__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/peers/index.ts,275,C,skip,file,src/commands/peers/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/peers/index.ts,files/src__commands__peers__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/perf-issue/index.d.ts,276,C,skip,file,src/commands/perf-issue/index.d.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/perf-issue/index.d.ts,files/src__commands__perf-issue__index.d.ts.md,1,skipped,skipped: below default budget
file:src/commands/perf-issue/index.ts,277,C,skip,file,src/commands/perf-issue/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/perf-issue/index.ts,files/src__commands__perf-issue__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/permissions/index.ts,278,C,skip,file,src/commands/permissions/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/permissions/index.ts,files/src__commands__permissions__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/pipe-status/index.ts,279,C,skip,file,src/commands/pipe-status/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/pipe-status/index.ts,files/src__commands__pipe-status__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/pipes/index.ts,280,C,skip,file,src/commands/pipes/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/pipes/index.ts,files/src__commands__pipes__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/plan/index.ts,281,C,skip,file,src/commands/plan/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/plan/index.ts,files/src__commands__plan__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/plugin/index.tsx,282,C,skip,file,src/commands/plugin/index.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/plugin/index.tsx,files/src__commands__plugin__index.tsx.md,1,skipped,skipped: below default budget
file:src/commands/poor/index.ts,283,C,skip,file,src/commands/poor/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/poor/index.ts,files/src__commands__poor__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/pr_comments/index.ts,284,C,skip,file,src/commands/pr_comments/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/pr_comments/index.ts,files/src__commands__pr_comments__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/privacy-settings/index.ts,285,C,skip,file,src/commands/privacy-settings/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/privacy-settings/index.ts,files/src__commands__privacy-settings__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/rate-limit-options/index.ts,286,C,skip,file,src/commands/rate-limit-options/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/rate-limit-options/index.ts,files/src__commands__rate-limit-options__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/recap/index.ts,287,C,skip,file,src/commands/recap/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/recap/index.ts,files/src__commands__recap__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/release-notes/index.ts,288,C,skip,file,src/commands/release-notes/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/release-notes/index.ts,files/src__commands__release-notes__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/reload-plugins/index.ts,289,C,skip,file,src/commands/reload-plugins/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/reload-plugins/index.ts,files/src__commands__reload-plugins__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/remote-env/index.ts,290,C,skip,file,src/commands/remote-env/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/remote-env/index.ts,files/src__commands__remote-env__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/remote-setup/index.ts,291,C,skip,file,src/commands/remote-setup/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/remote-setup/index.ts,files/src__commands__remote-setup__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/remoteControlServer/index.ts,292,C,skip,file,src/commands/remoteControlServer/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/remoteControlServer/index.ts,files/src__commands__remoteControlServer__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/rename/index.ts,293,C,skip,file,src/commands/rename/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/rename/index.ts,files/src__commands__rename__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/reset-limits/index.js,294,C,skip,file,src/commands/reset-limits/index.js,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/reset-limits/index.js,files/src__commands__reset-limits__index.js.md,1,skipped,skipped: below default budget
file:src/commands/reset-limits/index.ts,295,C,skip,file,src/commands/reset-limits/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/reset-limits/index.ts,files/src__commands__reset-limits__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/resume/index.ts,296,C,skip,file,src/commands/resume/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/resume/index.ts,files/src__commands__resume__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/rewind/index.ts,297,C,skip,file,src/commands/rewind/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/rewind/index.ts,files/src__commands__rewind__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/sandbox-toggle/index.ts,298,C,skip,file,src/commands/sandbox-toggle/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/sandbox-toggle/index.ts,files/src__commands__sandbox-toggle__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/schedule/index.ts,299,C,skip,file,src/commands/schedule/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/schedule/index.ts,files/src__commands__schedule__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/send/index.ts,300,C,skip,file,src/commands/send/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/send/index.ts,files/src__commands__send__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/session/index.ts,301,C,skip,file,src/commands/session/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/session/index.ts,files/src__commands__session__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/share/index.d.ts,302,C,skip,file,src/commands/share/index.d.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/share/index.d.ts,files/src__commands__share__index.d.ts.md,1,skipped,skipped: below default budget
file:src/commands/share/index.ts,303,C,skip,file,src/commands/share/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/share/index.ts,files/src__commands__share__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/skill-learning/index.ts,304,C,skip,file,src/commands/skill-learning/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/skill-learning/index.ts,files/src__commands__skill-learning__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/skill-search/index.ts,305,C,skip,file,src/commands/skill-search/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/skill-search/index.ts,files/src__commands__skill-search__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/skill-store/index.tsx,306,C,skip,file,src/commands/skill-store/index.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/skill-store/index.tsx,files/src__commands__skill-store__index.tsx.md,1,skipped,skipped: below default budget
file:src/commands/skills/index.ts,307,C,skip,file,src/commands/skills/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/skills/index.ts,files/src__commands__skills__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/stats/index.ts,308,C,skip,file,src/commands/stats/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/stats/index.ts,files/src__commands__stats__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/status/index.ts,309,C,skip,file,src/commands/status/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/status/index.ts,files/src__commands__status__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/stickers/index.ts,310,C,skip,file,src/commands/stickers/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/stickers/index.ts,files/src__commands__stickers__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/summary/index.ts,311,C,skip,file,src/commands/summary/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/summary/index.ts,files/src__commands__summary__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/tag/index.ts,312,C,skip,file,src/commands/tag/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/tag/index.ts,files/src__commands__tag__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/tasks/index.ts,313,C,skip,file,src/commands/tasks/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/tasks/index.ts,files/src__commands__tasks__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/teleport/index.d.ts,314,C,skip,file,src/commands/teleport/index.d.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/teleport/index.d.ts,files/src__commands__teleport__index.d.ts.md,1,skipped,skipped: below default budget
file:src/commands/teleport/index.ts,315,C,skip,file,src/commands/teleport/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/teleport/index.ts,files/src__commands__teleport__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/terminalSetup/index.ts,316,C,skip,file,src/commands/terminalSetup/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/terminalSetup/index.ts,files/src__commands__terminalSetup__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/theme/index.ts,317,C,skip,file,src/commands/theme/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/theme/index.ts,files/src__commands__theme__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/thinkback-play/index.ts,318,C,skip,file,src/commands/thinkback-play/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/thinkback-play/index.ts,files/src__commands__thinkback-play__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/thinkback/index.ts,319,C,skip,file,src/commands/thinkback/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/thinkback/index.ts,files/src__commands__thinkback__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/tui/index.ts,320,C,skip,file,src/commands/tui/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/tui/index.ts,files/src__commands__tui__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/upgrade/index.ts,321,C,skip,file,src/commands/upgrade/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/upgrade/index.ts,files/src__commands__upgrade__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/usage/index.ts,322,C,skip,file,src/commands/usage/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/usage/index.ts,files/src__commands__usage__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/vault/index.tsx,323,C,skip,file,src/commands/vault/index.tsx,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/vault/index.tsx,files/src__commands__vault__index.tsx.md,1,skipped,skipped: below default budget
file:src/commands/vim/index.ts,324,C,skip,file,src/commands/vim/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/vim/index.ts,files/src__commands__vim__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/voice/index.ts,325,C,skip,file,src/commands/voice/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/voice/index.ts,files/src__commands__voice__index.ts.md,1,skipped,skipped: below default budget
file:src/commands/workflows/index.ts,326,C,skip,file,src/commands/workflows/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/commands/workflows/index.ts,files/src__commands__workflows__index.ts.md,1,skipped,skipped: below default budget
file:src/components/CustomSelect/index.ts,327,C,skip,file,src/components/CustomSelect/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/CustomSelect/index.ts,files/src__components__CustomSelect__index.ts.md,1,skipped,skipped: below default budget
file:src/components/Spinner/index.ts,328,C,skip,file,src/components/Spinner/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/Spinner/index.ts,files/src__components__Spinner__index.ts.md,1,skipped,skipped: below default budget
file:src/components/mcp/index.ts,329,C,skip,file,src/components/mcp/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/mcp/index.ts,files/src__components__mcp__index.ts.md,1,skipped,skipped: below default budget
directory:src/components/permissions,330,C,skip,directory,src/components/permissions,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/permissions,directories/src__components__permissions.md,1,skipped,skipped: covered by parent summary
file:src/components/wizard/index.ts,331,C,skip,file,src/components/wizard/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/components/wizard/index.ts,files/src__components__wizard__index.ts.md,1,skipped,skipped: below default budget
file:src/native-ts/file-index/index.ts,332,C,skip,file,src/native-ts/file-index/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/native-ts/file-index/index.ts,files/src__native-ts__file-index__index.ts.md,1,skipped,skipped: below default budget
file:src/services/analytics/index.ts,333,C,skip,file,src/services/analytics/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/analytics/index.ts,files/src__services__analytics__index.ts.md,1,skipped,skipped: below default budget
file:src/services/contextCollapse/index.ts,334,C,skip,file,src/services/contextCollapse/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/contextCollapse/index.ts,files/src__services__contextCollapse__index.ts.md,1,skipped,skipped: below default budget
file:src/services/langfuse/index.ts,335,C,skip,file,src/services/langfuse/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/langfuse/index.ts,files/src__services__langfuse__index.ts.md,1,skipped,skipped: below default budget
file:src/services/oauth/index.ts,336,C,skip,file,src/services/oauth/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/oauth/index.ts,files/src__services__oauth__index.ts.md,1,skipped,skipped: below default budget
file:src/services/policyLimits/index.ts,337,C,skip,file,src/services/policyLimits/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/policyLimits/index.ts,files/src__services__policyLimits__index.ts.md,1,skipped,skipped: below default budget
file:src/services/remoteManagedSettings/index.ts,338,C,skip,file,src/services/remoteManagedSettings/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/remoteManagedSettings/index.ts,files/src__services__remoteManagedSettings__index.ts.md,1,skipped,skipped: below default budget
file:src/services/settingsSync/index.ts,339,C,skip,file,src/services/settingsSync/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/settingsSync/index.ts,files/src__services__settingsSync__index.ts.md,1,skipped,skipped: below default budget
file:src/services/skillLearning/index.ts,340,C,skip,file,src/services/skillLearning/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/skillLearning/index.ts,files/src__services__skillLearning__index.ts.md,1,skipped,skipped: below default budget
file:src/utils/nativeInstaller/index.ts,341,C,skip,file,src/utils/nativeInstaller/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/nativeInstaller/index.ts,files/src__utils__nativeInstaller__index.ts.md,1,skipped,skipped: below default budget
file:src/utils/secureStorage/index.ts,342,C,skip,file,src/utils/secureStorage/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/secureStorage/index.ts,files/src__utils__secureStorage__index.ts.md,1,skipped,skipped: below default budget
file:packages/color-diff-napi/src/index.ts,343,C,skip,file,packages/color-diff-napi/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/color-diff-napi/src/index.ts,files/packages__color-diff-napi__src__index.ts.md,1,skipped,skipped: below default budget
file:src/services/teamMemorySync/index.ts,344,C,skip,file,src/services/teamMemorySync/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/teamMemorySync/index.ts,files/src__services__teamMemorySync__index.ts.md,1,skipped,skipped: below default budget
directory:src/services/MagicDocs,345,C,skip,directory,src/services/MagicDocs,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/MagicDocs,directories/src__services__MagicDocs.md,1,skipped,skipped: covered by parent summary
directory:src/services/auth,346,C,skip,directory,src/services/auth,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/auth,directories/src__services__auth.md,1,skipped,skipped: covered by parent summary
directory:src/services/autoDream,347,C,skip,directory,src/services/autoDream,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/autoDream,directories/src__services__autoDream.md,1,skipped,skipped: covered by parent summary
directory:src/services/localVault,348,C,skip,directory,src/services/localVault,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/localVault,directories/src__services__localVault.md,1,skipped,skipped: covered by parent summary
directory:src/services/plugins,349,C,skip,directory,src/services/plugins,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/plugins,directories/src__services__plugins.md,1,skipped,skipped: covered by parent summary
directory:src/services/tips,350,C,skip,directory,src/services/tips,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/tips,directories/src__services__tips.md,1,skipped,skipped: covered by parent summary
directory:src/tasks/DreamTask,351,C,skip,directory,src/tasks/DreamTask,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/tasks/DreamTask,directories/src__tasks__DreamTask.md,1,skipped,skipped: covered by parent summary
directory:src/utils/task,352,C,skip,directory,src/utils/task,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/utils/task,directories/src__utils__task.md,1,skipped,skipped: covered by parent summary
file:packages/@ant/claude-for-chrome-mcp/src/index.ts,353,C,skip,file,packages/@ant/claude-for-chrome-mcp/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/claude-for-chrome-mcp/src/index.ts,files/packages__@ant__claude-for-chrome-mcp__src__index.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-input/src/index.ts,354,C,skip,file,packages/@ant/computer-use-input/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-input/src/index.ts,files/packages__@ant__computer-use-input__src__index.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-mcp/src/index.ts,355,C,skip,file,packages/@ant/computer-use-mcp/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-mcp/src/index.ts,files/packages__@ant__computer-use-mcp__src__index.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/computer-use-swift/src/index.ts,356,C,skip,file,packages/@ant/computer-use-swift/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/computer-use-swift/src/index.ts,files/packages__@ant__computer-use-swift__src__index.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/ink/src/index.ts,357,C,skip,file,packages/@ant/ink/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/ink/src/index.ts,files/packages__@ant__ink__src__index.ts.md,1,skipped,skipped: below default budget
file:packages/@ant/model-provider/src/index.ts,358,C,skip,file,packages/@ant/model-provider/src/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/@ant/model-provider/src/index.ts,files/packages__@ant__model-provider__src__index.ts.md,1,skipped,skipped: below default budget
file:packages/acp-link/src/manager/index.ts,359,C,skip,file,packages/acp-link/src/manager/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/acp-link/src/manager/index.ts,files/packages__acp-link__src__manager__index.ts.md,1,skipped,skipped: below default budget
file:packages/remote-control-server/web/components/index.ts,360,C,skip,file,packages/remote-control-server/web/components/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/remote-control-server/web/components/index.ts,files/packages__remote-control-server__web__components__index.ts.md,1,skipped,skipped: below default budget
file:packages/remote-control-server/web/src/index.css,361,C,skip,file,packages/remote-control-server/web/src/index.css,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/packages/remote-control-server/web/src/index.css,files/packages__remote-control-server__web__src__index.css.md,1,skipped,skipped: below default budget
directory:scripts,362,C,skip,directory,scripts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/scripts,directories/scripts.md,1,skipped,skipped: covered by parent summary
file:src/cli/bg/engines/index.ts,363,C,skip,file,src/cli/bg/engines/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/cli/bg/engines/index.ts,files/src__cli__bg__engines__index.ts.md,1,skipped,skipped: below default budget
directory:src/services/AgentSummary,364,C,skip,directory,src/services/AgentSummary,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/AgentSummary,directories/src__services__AgentSummary.md,1,skipped,skipped: covered by parent summary
directory:src/services/PromptSuggestion,365,C,skip,directory,src/services/PromptSuggestion,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/PromptSuggestion,directories/src__services__PromptSuggestion.md,1,skipped,skipped: covered by parent summary
directory:src/services/SessionMemory,366,C,skip,directory,src/services/SessionMemory,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/SessionMemory,directories/src__services__SessionMemory.md,1,skipped,skipped: covered by parent summary
file:src/services/api/gemini/index.ts,367,C,skip,file,src/services/api/gemini/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/api/gemini/index.ts,files/src__services__api__gemini__index.ts.md,1,skipped,skipped: below default budget
file:src/services/api/grok/index.ts,368,C,skip,file,src/services/api/grok/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/api/grok/index.ts,files/src__services__api__grok__index.ts.md,1,skipped,skipped: below default budget
file:src/services/api/openai/index.ts,369,C,skip,file,src/services/api/openai/index.ts,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/api/openai/index.ts,files/src__services__api__openai__index.ts.md,1,skipped,skipped: below default budget
directory:src/services/extractMemories,370,C,skip,directory,src/services/extractMemories,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/extractMemories,directories/src__services__extractMemories.md,1,skipped,skipped: covered by parent summary
directory:src/services/providerRegistry,371,C,skip,directory,src/services/providerRegistry,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/providerRegistry,directories/src__services__providerRegistry.md,1,skipped,skipped: covered by parent summary
directory:src/services/searchExtraTools,372,C,skip,directory,src/services/searchExtraTools,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/searchExtraTools,directories/src__services__searchExtraTools.md,1,skipped,skipped: covered by parent summary
directory:src/services/sessionTranscript,373,C,skip,directory,src/services/sessionTranscript,/data/project/AIWIKI/data/repos/github.com-claude-code-best-claude-code-6b7bb280/source/src/services/sessionTranscript,directories/src__services__sessionTranscript.md,1,skipped,skipped: covered by parent summary
